date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:58:28	12473/12473	---M--	200	added ('OK')	text/css	date:Fri,%2010%20Jul%202026%2003:12:04%20GMT	https://psicologoleonardosc.com/wp-content/uploads/elementor/css/post-10.css?ver=1783653124	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/elementor/css/post-101026.css	(from https://psicologoleonardosc.com/)
10:58:28	21641/21641	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.47.0	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min7f15.css	(from https://psicologoleonardosc.com/)
10:58:29	465807/465807	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202026%2009:10:34%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.8.0	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles9e95.css	(from https://psicologoleonardosc.com/)
10:58:29	30348/30348	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202026%2009:10:34%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.8.0	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive9e95.css	(from https://psicologoleonardosc.com/)
10:58:30	214/214	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-image.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:30	26891/26891	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2022:29:31%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.28.2	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min414b.css	(from https://psicologoleonardosc.com/)
10:58:30	560/560	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-heading.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:31	198/198	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:31	137/137	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:31	106/106	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:32	335/335	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:32	753/753	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-counter.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-counter.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:33	4726/4726	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-icon-box.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:33	130/130	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:33	11633/11633	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2022:29:31%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min.css?ver=3.28.2	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min414b.css	(from https://psicologoleonardosc.com/)
10:58:34	7256/7256	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2022:29:31%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min.css?ver=3.28.2	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min414b.css	(from https://psicologoleonardosc.com/)
10:58:34	77/77	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:34	16471/16471	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://psicologoleonardosc.com/)
10:58:35	5486/5486	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:35	20035/20035	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2022:29:31%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.min.css?ver=3.28.2	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.min414b.css	(from https://psicologoleonardosc.com/)
10:58:36	3847/3847	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2022:29:31%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min.css?ver=3.28.2	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min414b.css	(from https://psicologoleonardosc.com/)
10:58:36	367/367	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:36	139/139	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:37	10255/10255	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-icon-list.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:37	278/278	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:37	5110/5110	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/widget-social-icons.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:38	6713/6713	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.35.8	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.minfe70.css	(from https://psicologoleonardosc.com/)
10:58:38	84991/84991	---M--	200	added ('OK')	text/css	date:Fri,%2010%20Jul%202026%2003:12:05%20GMT	https://psicologoleonardosc.com/wp-content/uploads/elementor/css/post-2139.css?ver=1783653125	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/elementor/css/post-2139e7bd.css	(from https://psicologoleonardosc.com/)
10:58:39	102729/102729	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Mar%202026%2016:54:57%20GMT	https://psicologoleonardosc.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikit.css?ver=3.21.7	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikit4ecf.css	(from https://psicologoleonardosc.com/)
10:58:39	42007/42007	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Mar%202026%2016:54:57%20GMT	https://psicologoleonardosc.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-helper.css?ver=8.2.6	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-helperf976.css	(from https://psicologoleonardosc.com/)
10:58:39	108702/108702	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2019:16:42%20GMT	https://psicologoleonardosc.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1753211802	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/elementor/google-fonts/css/roboto36f9.css	(from https://psicologoleonardosc.com/)
10:58:40	25452/25452	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2019:16:44%20GMT	https://psicologoleonardosc.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1753211804	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/elementor/google-fonts/css/robotoslabb2a4.css	(from https://psicologoleonardosc.com/)
10:58:40	39081/39081	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2019:16:47%20GMT	https://psicologoleonardosc.com/wp-content/uploads/elementor/google-fonts/css/ibmplexsans.css?ver=1753211807	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/elementor/google-fonts/css/ibmplexsans4e44.css	(from https://psicologoleonardosc.com/)
10:58:40	37989/37989	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2019:16:48%20GMT	https://psicologoleonardosc.com/wp-content/uploads/elementor/google-fonts/css/heebo.css?ver=1753211808	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/elementor/google-fonts/css/heebo2956.css	(from https://psicologoleonardosc.com/)
10:58:41	24305/24305	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2019:16:50%20GMT	https://psicologoleonardosc.com/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1753211810	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/elementor/google-fonts/css/poppinsfde1.css	(from https://psicologoleonardosc.com/)
10:58:41	58071/58071	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://psicologoleonardosc.com/)
10:58:41	669/669	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://psicologoleonardosc.com/)
10:58:42	677/677	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://psicologoleonardosc.com/)
10:58:42	83414/83414	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202026%2009:10:34%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.8.0	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons9e95.css	(from https://psicologoleonardosc.com/)
10:58:42	734/734	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2019:12:46%20GMT	https://psicologoleonardosc.com/wp-content/plugins/material-design-icons-for-elementor/assets/material-icons/css/material-icons-regular.css?ver=1.5.1	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/material-design-icons-for-elementor/assets/material-icons/css/material-icons-regularcc1a.css	(from https://psicologoleonardosc.com/)
10:58:43	675/675	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Mar%202026%2013:49:41%20GMT	https://psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://psicologoleonardosc.com/)
10:58:43	87553/87553	---M--	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2020:14:24%20GMT	https://psicologoleonardosc.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://psicologoleonardosc.com/)
10:58:44	13577/13577	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2008:49:24%20GMT	https://psicologoleonardosc.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://psicologoleonardosc.com/)
10:58:44	308862/308862	---MC-	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202026%2013:58:45%20GMT	https://psicologoleonardosc.com/wp-json/	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-json/index.html	(from https://psicologoleonardosc.com/)
10:58:44	116174/116174	---MC-	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202026%2013:58:45%20GMT	https://psicologoleonardosc.com/wp-json/wp/v2/pages/2139	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-json/wp/v2/pages/2139.json	(from https://psicologoleonardosc.com/)
10:58:45	852/852	---M--	200	added ('OK')	text/xml	date:Fri,%2010%20Jul%202026%2013:58:46%20GMT	https://psicologoleonardosc.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/xmlrpc0db0.php	(from https://psicologoleonardosc.com/)
10:58:45	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2010%20Jul%202026%2013:58:46%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/leonardo_amaral/www.googletagmanager.com/gtm.335445.delayed	(from https://psicologoleonardosc.com/)
10:58:45	4189/4189	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Jul%202025%2023:01:31%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2023/09/R-12-150x150.png	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2023/09/R-12-150x150.png	(from https://psicologoleonardosc.com/)
10:58:46	8939/8939	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Jul%202025%2023:01:31%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2023/09/R-12-300x300.png	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2023/09/R-12-300x300.png	(from https://psicologoleonardosc.com/)
10:58:46	21138/21138	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Jul%202025%2023:01:31%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2023/09/psicologo-clinico-12.png	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2023/09/psicologo-clinico-12.png	(from https://psicologoleonardosc.com/)
10:58:46	61926/61926	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Jul%202025%2019:31:29%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2025/07/Banners-Atualizado-por-Mim-4.jpg	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2025/07/Banners-Atualizado-por-Mim-4.jpg	(from https://psicologoleonardosc.com/)
10:58:47	63144/63144	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Oct%202025%2021:35:19%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2025/10/Banners-Wordpress-Dores-7.jpg	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2025/10/Banners-Wordpress-Dores-7.jpg	(from https://psicologoleonardosc.com/)
10:58:47	145411/145411	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202026%2013:58:48%20GMT	https://psicologoleonardosc.com/pagina-inicial-copy-02/	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/pagina-inicial-copy-02/index.html	(from https://psicologoleonardosc.com/)
10:58:47	104534/104534	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Oct%202025%2021:37:36%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2025/10/Banners-Wordpress-Dores-9.jpg	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2025/10/Banners-Wordpress-Dores-9.jpg	(from https://psicologoleonardosc.com/)
10:58:47	109999/109999	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Oct%202025%2021:39:21%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2025/10/Banners-Wordpress-Dores-10.jpg	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2025/10/Banners-Wordpress-Dores-10.jpg	(from https://psicologoleonardosc.com/)
10:58:48	93564/93564	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Oct%202025%2021:42:37%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2025/10/Banners-Wordpress-Dores-11.jpg	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2025/10/Banners-Wordpress-Dores-11.jpg	(from https://psicologoleonardosc.com/)
10:58:48	84003/84003	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202025%2017:35:12%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2025/02/612F7D82-CA00-43AB-86DD-11AB83399F34.jpg	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2025/02/612F7D82-CA00-43AB-86DD-11AB83399F34.jpg	(from https://psicologoleonardosc.com/)
10:58:48	70958/70958	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Oct%202025%2021:47:02%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2025/10/Banners-Wordpress-Dores-12.jpg	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2025/10/Banners-Wordpress-Dores-12.jpg	(from https://psicologoleonardosc.com/)
10:58:49	100945/100945	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Feb%202024%2021:04:53%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2024/02/Banners-Wordpress-47.jpg	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2024/02/Banners-Wordpress-47.jpg	(from https://psicologoleonardosc.com/)
10:58:49	79098/79098	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Jul%202025%2018:56:55%20GMT	https://psicologoleonardosc.com/wp-content/uploads/2025/07/foto-leo-site-1.jpg	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/2025/07/foto-leo-site-1.jpg	(from https://psicologoleonardosc.com/)
10:58:50	18521/18521	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Jul%202025%2018:15:22%20GMT	https://psicologoleonardosc.com/wp-content/uploads/elementor/thumbs/psicologo-clinico-13-r93uo2hbjdt6vnr876f0c77funxq3a41m1p1hhat7s.png	C:/My%20Web%20Sites/leonardo_amaral/psicologoleonardosc.com/wp-content/uploads/elementor/thumbs/psicologo-clinico-13-r93uo2hbjdt6vnr876f0c77funxq3a41m1p1hhat7s.png	(from https://psicologoleonardosc.com/)
